CustomerID,OrderCount,LogOrderCount,Cluster_3
12507,21,3.091042453358316,2
12508,68,4.23410650459726,0
12509,7,2.0794415416798357,1
12510,33,3.5263605246161616,2
12512,31,3.4657359027997265,2
12513,35,3.58351893845611,2
12514,51,3.9512437185814275,0
12515,16,2.833213344056216,2
12516,26,3.295836866004329,2
12517,279,5.634789603169249,0
12518,124,4.8283137373023015,0
12519,17,2.8903717578961645,2
12520,152,5.030437921392435,0
12521,38,3.6635616461296463,2
12522,12,2.5649493574615367,1
12523,106,4.672828834461906,0
12524,144,4.976733742420574,0
12526,71,4.276666119016055,0
12527,18,2.9444389791664403,2
12528,92,4.532599493153256,0
12530,66,4.204692619390966,0
12531,17,2.8903717578961645,2
12532,16,2.833213344056216,2
12534,63,4.1588830833596715,0
12535,34,3.5553480614894135,2
12536,261,5.568344503761097,0
12538,21,3.091042453358316,2
12539,273,5.6131281063880705,0
12540,478,6.171700597410915,0
12541,52,3.970291913552122,0
12544,19,2.995732273553991,2
12545,50,3.9318256327243257,0
12546,69,4.248495242049359,0
12547,8,2.1972245773362196,1
12548,5,1.791759469228055,1
12550,57,4.060443010546419,0
12551,10,2.3978952727983707,1
12552,20,3.044522437723423,2
12553,191,5.2574953720277815,0
12556,119,4.787491742782046,0
12557,33,3.5263605246161616,2
12558,11,2.4849066497880004,1
12559,21,3.091042453358316,2
12560,105,4.663439094112067,0
12561,16,2.833213344056216,2
12562,168,5.1298987149230735,0
12564,21,3.091042453358316,2
12565,9,2.302585092994046,1
12566,19,2.995732273553991,2
12567,446,6.102558594613569,0
12569,188,5.241747015059643,0
12571,34,3.5553480614894135,2
12572,60,4.110873864173311,0
12573,28,3.367295829986474,2
12574,11,2.4849066497880004,1
12576,88,4.48863636973214,0
12577,146,4.990432586778736,0
12578,114,4.74493212836325,0
12579,29,3.4011973816621555,2
12580,24,3.2188758248682006,2
12581,15,2.772588722239781,1
12582,22,3.1354942159291497,2
12583,247,5.5134287461649825,0
12584,96,4.574710978503383,0
12585,87,4.477336814478207,0
12586,11,2.4849066497880004,1
12587,4,1.6094379124341003,1
12588,10,2.3978952727983707,1
12589,35,3.58351893845611,2
12590,68,4.23410650459726,0
12591,26,3.295836866004329,2
12592,18,2.9444389791664403,2
12593,21,3.091042453358316,2
12594,118,4.77912349311153,0
12596,27,3.332204510175204,2
12597,206,5.332718793265369,0
12598,132,4.890349128221754,0
12599,62,4.143134726391533,0
12600,64,4.174387269895637,0
12601,28,3.367295829986474,2
12602,12,2.5649493574615367,1
12603,2,1.0986122886681098,1
12604,16,2.833213344056216,2
12607,101,4.624972813284271,0
12609,60,4.110873864173311,0
12610,106,4.672828834461906,0
12611,65,4.189654742026425,0
12612,19,2.995732273553991,2
12613,153,5.0369526024136295,0
12614,20,3.044522437723423,2
12615,105,4.663439094112067,0
12616,32,3.4965075614664802,2
12617,41,3.7376696182833684,0
12618,11,2.4849066497880004,1
12619,90,4.51085950651685,0
12620,92,4.532599493153256,0
12621,467,6.148468295917647,0
12622,11,2.4849066497880004,1
12623,18,2.9444389791664403,2
12624,38,3.6635616461296463,2
12625,86,4.465908118654584,0
12626,294,5.68697535633982,0
12627,230,5.442417710521793,0
12628,41,3.7376696182833684,0
12630,64,4.174387269895637,0
12631,31,3.4657359027997265,2
12633,101,4.624972813284271,0
12635,101,4.624972813284271,0
12637,382,5.948034989180646,0
12638,39,3.6888794541139363,2
12639,22,3.1354942159291497,2
12640,53,3.9889840465642745,0
12641,10,2.3978952727983707,1
12642,47,3.871201010907891,0
12643,24,3.2188758248682006,2
12644,31,3.4657359027997265,2
12645,73,4.30406509320417,0
12646,45,3.828641396489095,0
12647,121,4.804021044733257,0
12648,21,3.091042453358316,2
12649,31,3.4657359027997265,2
12650,20,3.044522437723423,2
12651,9,2.302585092994046,1
12652,48,3.8918202981106265,0
12653,43,3.784189633918261,0
12654,38,3.6635616461296463,2
12656,126,4.844187086458591,0
12657,47,3.871201010907891,0
12658,36,3.6109179126442243,2
12659,5,1.791759469228055,1
12660,13,2.6390573296152584,1
12662,230,5.442417710521793,0
12664,37,3.6375861597263857,2
12665,3,1.3862943611198906,1
12667,33,3.5263605246161616,2
12668,161,5.087596335232384,0
12669,101,4.624972813284271,0
12670,92,4.532599493153256,0
12672,10,2.3978952727983707,1
12673,42,3.7612001156935624,0
12674,83,4.430816798843313,0
12676,45,3.828641396489095,0
12678,165,5.111987788356544,0
12679,48,3.8918202981106265,0
12680,52,3.970291913552122,0
12681,638,6.459904454377535,0
12682,524,6.263398262591624,0
12683,344,5.84354441703136,0
12684,105,4.663439094112067,0
12685,157,5.062595033026967,0
12686,7,2.0794415416798357,1
12688,171,5.147494476813453,0
12689,72,4.290459441148391,0
12690,16,2.833213344056216,2
12691,32,3.4965075614664802,2
12693,39,3.6888794541139363,2
12694,37,3.6375861597263857,2
12695,27,3.332204510175204,2
12697,41,3.7376696182833684,0
12700,268,5.594711379601839,0
12701,53,3.9889840465642745,0
12702,12,2.5649493574615367,1
12703,21,3.091042453358316,2
12704,88,4.48863636973214,0
12705,334,5.814130531825066,0
12707,33,3.5263605246161616,2
12708,157,5.062595033026967,0
12709,207,5.337538079701318,0
12710,77,4.356708826689592,0
12712,133,4.897839799950911,0
12713,38,3.6635616461296463,2
12714,259,5.560681631015528,0
12715,20,3.044522437723423,2
12716,69,4.248495242049359,0
12717,55,4.02535169073515,0
12718,19,2.995732273553991,2
12719,39,3.6888794541139363,2
12720,354,5.872117789475416,0
12721,161,5.087596335232384,0
12722,53,3.9889840465642745,0
12723,69,4.248495242049359,0
12724,53,3.9889840465642745,0
12725,24,3.2188758248682006,2
12726,124,4.8283137373023015,0
12727,139,4.941642422609304,0
12728,46,3.8501476017100584,0
12729,26,3.295836866004329,2
12731,274,5.616771097666572,0
12732,12,2.5649493574615367,1
12733,22,3.1354942159291497,2
12734,4,1.6094379124341003,1
12735,43,3.784189633918261,0
12736,4,1.6094379124341003,1
12738,11,2.4849066497880004,1
12739,38,3.6635616461296463,2
12740,27,3.332204510175204,2
12743,131,4.882801922586371,0
12744,222,5.407171771460119,0
12747,103,4.6443908991413725,0
12748,4412,8.392310009269547,0
12749,199,5.298317366548036,0
12750,15,2.772588722239781,1
12752,53,3.9889840465642745,0
12753,197,5.288267030694535,0
12754,63,4.1588830833596715,0
12755,4,1.6094379124341003,1
12756,4,1.6094379124341003,1
12757,364,5.8998973535824915,0
12758,97,4.584967478670572,0
12759,95,4.564348191467836,0
12762,69,4.248495242049359,0
12763,18,2.9444389791664403,2
12764,45,3.828641396489095,0
12766,310,5.739792912179234,0
12769,32,3.4965075614664802,2
12770,12,2.5649493574615367,1
12772,55,4.02535169073515,0
12775,66,4.204692619390966,0
12778,50,3.9318256327243257,0
12779,149,5.0106352940962555,0
12781,25,3.258096538021482,2
12782,103,4.6443908991413725,0
12783,84,4.442651256490317,0
12784,57,4.060443010546419,0
12785,14,2.70805020110221,1
12787,20,3.044522437723423,2
12789,4,1.6094379124341003,1
12790,21,3.091042453358316,2
12791,2,1.0986122886681098,1
12792,25,3.258096538021482,2
12793,24,3.2188758248682006,2
12794,45,3.828641396489095,0
12795,14,2.70805020110221,1
12797,13,2.6390573296152584,1
12798,8,2.1972245773362196,1
12802,25,3.258096538021482,2
12808,28,3.367295829986474,2
12809,25,3.258096538021482,2
12811,31,3.4657359027997265,2
12812,15,2.772588722239781,1
12814,2,1.0986122886681098,1
12815,47,3.871201010907891,0
12816,29,3.4011973816621555,2
12817,4,1.6094379124341003,1
12818,14,2.70805020110221,1
12820,59,4.0943445622221,0
12821,6,1.9459101490553132,1
12822,46,3.8501476017100584,0
12823,5,1.791759469228055,1
12824,25,3.258096538021482,2
12826,91,4.5217885770490405,0
12827,25,3.258096538021482,2
12828,56,4.04305126783455,0
12829,11,2.4849066497880004,1
12830,38,3.6635616461296463,2
12831,9,2.302585092994046,1
12832,27,3.332204510175204,2
12833,24,3.2188758248682006,2
12834,18,2.9444389791664403,2
12836,174,5.1647859739235145,0
12837,12,2.5649493574615367,1
12838,120,4.795790545596741,0
12839,314,5.752572638825633,0
12840,113,4.736198448394496,0
12841,414,6.028278520230698,0
12842,34,3.5553480614894135,2
12843,103,4.6443908991413725,0
12844,52,3.970291913552122,0
12845,27,3.332204510175204,2
12847,84,4.442651256490317,0
12849,48,3.8918202981106265,0
12851,47,3.871201010907891,0
12852,17,2.8903717578961645,2
12853,78,4.3694478524670215,0
12854,109,4.700480365792417,0
12855,3,1.3862943611198906,1
12856,311,5.7430031878094825,0
12857,46,3.8501476017100584,0
12863,5,1.791759469228055,1
12864,3,1.3862943611198906,1
12865,95,4.564348191467836,0
12866,26,3.295836866004329,2
12867,534,6.282266746896006,0
12868,107,4.68213122712422,0
12871,11,2.4849066497880004,1
12872,66,4.204692619390966,0
12873,4,1.6094379124341003,1
12875,2,1.0986122886681098,1
12876,85,4.454347296253507,0
12877,154,5.043425116919247,0
12878,47,3.871201010907891,0
12879,10,2.3978952727983707,1
12881,7,2.0794415416798357,1
12882,13,2.6390573296152584,1
12883,42,3.7612001156935624,0
12884,7,2.0794415416798357,1
12885,71,4.276666119016055,0
12886,82,4.418840607796598,0
12888,5,1.791759469228055,1
12890,79,4.382026634673881,0
12891,3,1.3862943611198906,1
12893,31,3.4657359027997265,2
12895,22,3.1354942159291497,2
12897,4,1.6094379124341003,1
12901,116,4.762173934797756,0
12902,10,2.3978952727983707,1
12904,71,4.276666119016055,0
12906,63,4.1588830833596715,0
12908,2,1.0986122886681098,1
12909,91,4.5217885770490405,0
12910,75,4.330733340286331,0
12912,24,3.2188758248682006,2
12913,50,3.9318256327243257,0
12915,22,3.1354942159291497,2
12916,103,4.6443908991413725,0
12917,2,1.0986122886681098,1
12919,50,3.9318256327243257,0
12920,27,3.332204510175204,2
12921,720,6.580639137284949,0
12922,28,3.367295829986474,2
12923,28,3.367295829986474,2
12924,30,3.4339872044851463,2
12925,45,3.828641396489095,0
12928,84,4.442651256490317,0
12929,8,2.1972245773362196,1
12930,25,3.258096538021482,2
12931,82,4.418840607796598,0
12933,106,4.672828834461906,0
12935,129,4.867534450455582,0
12936,62,4.143134726391533,0
12937,120,4.795790545596741,0
12938,9,2.302585092994046,1
12939,47,3.871201010907891,0
12940,96,4.574710978503383,0
12942,70,4.2626798770413155,0
12944,30,3.4339872044851463,2
12945,23,3.1780538303479458,2
12947,97,4.584967478670572,0
12948,116,4.762173934797756,0
12949,215,5.375278407684165,0
12950,23,3.1780538303479458,2
12951,63,4.1588830833596715,0
12952,79,4.382026634673881,0
12953,17,2.8903717578961645,2
12955,180,5.198497031265826,0
12956,19,2.995732273553991,2
12957,238,5.476463551931511,0
12962,16,2.833213344056216,2
12963,95,4.564348191467836,0
12965,108,4.6913478822291435,0
12966,10,2.3978952727983707,1
12967,19,2.995732273553991,2
12968,5,1.791759469228055,1
12970,129,4.867534450455582,0
12971,305,5.723585101952381,0
12974,8,2.1972245773362196,1
12976,22,3.1354942159291497,2
12977,9,2.302585092994046,1
12980,20,3.044522437723423,2
12981,20,3.044522437723423,2
12982,28,3.367295829986474,2
12984,4,1.6094379124341003,1
12985,76,4.343805421853684,0
12987,28,3.367295829986474,2
12988,83,4.430816798843313,0
12989,64,4.174387269895637,0
12990,13,2.6390573296152584,1
12991,31,3.4657359027997265,2
12993,27,3.332204510175204,2
12994,61,4.127134385045092,0
12995,3,1.3862943611198906,1
12997,59,4.0943445622221,0
12999,28,3.367295829986474,2
13000,31,3.4657359027997265,2
13001,337,5.823045895483019,0
13002,7,2.0794415416798357,1
13003,6,1.9459101490553132,1
13004,404,6.003887067106539,0
13005,26,3.295836866004329,2
13006,4,1.6094379124341003,1
13008,14,2.70805020110221,1
13011,3,1.3862943611198906,1
13012,88,4.48863636973214,0
13013,219,5.393627546352362,0
13014,109,4.700480365792417,0
13015,175,5.170483995038151,0
13016,47,3.871201010907891,0
13017,1,0.6931471805599453,1
13018,458,6.129050210060545,0
13021,131,4.882801922586371,0
13023,40,3.713572066704308,0
13026,40,3.713572066704308,0
13027,26,3.295836866004329,2
13028,45,3.828641396489095,0
13029,10,2.3978952727983707,1
13030,92,4.532599493153256,0
13032,71,4.276666119016055,0
13033,11,2.4849066497880004,1
13034,37,3.6375861597263857,2
13035,27,3.332204510175204,2
13037,48,3.8918202981106265,0
13038,28,3.367295829986474,2
13040,43,3.784189633918261,0
13043,13,2.6390573296152584,1
13044,33,3.5263605246161616,2
13045,18,2.9444389791664403,2
13046,35,3.58351893845611,2
13047,172,5.153291594497779,0
13048,135,4.912654885736052,0
13049,14,2.70805020110221,1
13050,403,6.0014148779611505,0
13052,18,2.9444389791664403,2
13055,76,4.343805421853684,0
13058,8,2.1972245773362196,1
13059,8,2.1972245773362196,1
13060,15,2.772588722239781,1
13061,10,2.3978952727983707,1
13062,11,2.4849066497880004,1
13064,68,4.23410650459726,0
13065,14,2.70805020110221,1
13066,48,3.8918202981106265,0
13067,15,2.772588722239781,1
13068,2,1.0986122886681098,1
13069,424,6.052089168924417,0
13070,9,2.302585092994046,1
13072,7,2.0794415416798357,1
13075,22,3.1354942159291497,2
13077,111,4.718498871295094,0
13078,358,5.883322388488279,0
13079,6,1.9459101490553132,1
13080,6,1.9459101490553132,1
13081,1024,6.932447891572509,0
13082,73,4.30406509320417,0
13083,18,2.9444389791664403,2
13085,22,3.1354942159291497,2
13089,1814,7.503840746698951,0
13090,155,5.049856007249537,0
13091,21,3.091042453358316,2
13092,25,3.258096538021482,2
13093,159,5.075173815233827,0
13094,24,3.2188758248682006,2
13095,6,1.9459101490553132,1
13097,421,6.045005314036012,0
13098,572,6.35088571671474,0
13099,1,0.6931471805599453,1
13101,8,2.1972245773362196,1
13102,304,5.720311776607412,0
13103,8,2.1972245773362196,1
13104,20,3.044522437723423,2
13106,1,0.6931471805599453,1
13107,58,4.07753744390572,0
13108,10,2.3978952727983707,1
13109,47,3.871201010907891,0
13110,145,4.983606621708336,0
13113,200,5.303304908059076,0
13115,120,4.795790545596741,0
13116,30,3.4339872044851463,2
13117,76,4.343805421853684,0
13118,79,4.382026634673881,0
13120,1,0.6931471805599453,1
13121,50,3.9318256327243257,0
13122,55,4.02535169073515,0
13124,222,5.407171771460119,0
13126,140,4.948759890378168,0
13127,15,2.772588722239781,1
13130,2,1.0986122886681098,1
13131,44,3.8066624897703196,0
13132,3,1.3862943611198906,1
13133,7,2.0794415416798357,1
13134,98,4.59511985013459,0
13135,1,0.6931471805599453,1
13136,127,4.852030263919617,0
13137,687,6.5337888379333435,0
13138,63,4.1588830833596715,0
13139,170,5.14166355650266,0
13140,45,3.828641396489095,0
13141,135,4.912654885736052,0
13142,23,3.1780538303479458,2
13144,3,1.3862943611198906,1
13145,6,1.9459101490553132,1
13146,17,2.8903717578961645,2
13147,4,1.6094379124341003,1
13148,312,5.746203190540153,0
13149,86,4.465908118654584,0
13151,74,4.31748811353631,0
13153,15,2.772588722239781,1
13155,85,4.454347296253507,0
13157,87,4.477336814478207,0
13158,79,4.382026634673881,0
13159,120,4.795790545596741,0
13160,4,1.6094379124341003,1
13161,8,2.1972245773362196,1
13162,79,4.382026634673881,0
13165,42,3.7612001156935624,0
13166,41,3.7376696182833684,0
13167,65,4.189654742026425,0
13168,126,4.844187086458591,0
13169,13,2.6390573296152584,1
13170,30,3.4339872044851463,2
13171,46,3.8501476017100584,0
13173,43,3.784189633918261,0
13174,293,5.683579767338681,0
13176,67,4.219507705176107,0
13177,17,2.8903717578961645,2
13178,265,5.583496308781699,0
13182,11,2.4849066497880004,1
13183,94,4.553876891600541,0
13184,179,5.19295685089021,0
13185,1,0.6931471805599453,1
13186,79,4.382026634673881,0
13187,37,3.6375861597263857,2
13188,2,1.0986122886681098,1
13189,29,3.4011973816621555,2
13192,63,4.1588830833596715,0
13193,25,3.258096538021482,2
13194,3,1.3862943611198906,1
13196,110,4.709530201312334,0
13198,226,5.424950017481403,0
13199,119,4.787491742782046,0
13200,46,3.8501476017100584,0
13203,57,4.060443010546419,0
13207,8,2.1972245773362196,1
13208,148,5.003946305945459,0
13209,321,5.7745515455444085,0
13210,22,3.1354942159291497,2
13211,55,4.02535169073515,0
13212,141,4.955827057601261,0
13213,90,4.51085950651685,0
13216,5,1.791759469228055,1
13217,4,1.6094379124341003,1
13218,5,1.791759469228055,1
13220,21,3.091042453358316,2
13221,66,4.204692619390966,0
13223,5,1.791759469228055,1
13224,108,4.6913478822291435,0
13225,32,3.4965075614664802,2
13226,16,2.833213344056216,2
13227,9,2.302585092994046,1
13228,2,1.0986122886681098,1
13229,10,2.3978952727983707,1
13230,587,6.376726947898627,0
13232,202,5.313205979041787,0
13233,43,3.784189633918261,0
13235,58,4.07753744390572,0
13236,36,3.6109179126442243,2
13238,31,3.4657359027997265,2
13239,21,3.091042453358316,2
13240,67,4.219507705176107,0
13242,13,2.6390573296152584,1
13243,57,4.060443010546419,0
13244,27,3.332204510175204,2
13245,16,2.833213344056216,2
13246,136,4.919980925828125,0
13247,25,3.258096538021482,2
13248,26,3.295836866004329,2
13249,23,3.1780538303479458,2
13253,36,3.6109179126442243,2
13255,13,2.6390573296152584,1
13258,36,3.6109179126442243,2
13259,81,4.406719247264253,0
13260,8,2.1972245773362196,1
13261,9,2.302585092994046,1
13262,11,2.4849066497880004,1
13263,1667,7.419380582918692,0
13265,90,4.51085950651685,0
13266,187,5.236441962829949,0
13267,211,5.356586274672012,0
13268,433,6.073044534100405,0
13269,315,5.755742213586912,0
13270,1,0.6931471805599453,1
13271,87,4.477336814478207,0
13272,15,2.772588722239781,1
13273,16,2.833213344056216,2
13276,30,3.4339872044851463,2
13277,8,2.1972245773362196,1
13278,46,3.8501476017100584,0
13279,9,2.302585092994046,1
13280,82,4.418840607796598,0
13282,37,3.6375861597263857,2
13283,7,2.0794415416798357,1
13284,13,2.6390573296152584,1
13285,187,5.236441962829949,0
13291,42,3.7612001156935624,0
13292,31,3.4657359027997265,2
13294,54,4.007333185232471,0
13295,10,2.3978952727983707,1
13296,5,1.791759469228055,1
13297,59,4.0943445622221,0
13298,2,1.0986122886681098,1
13299,5,1.791759469228055,1
13300,20,3.044522437723423,2
13301,81,4.406719247264253,0
13302,1,0.6931471805599453,1
13304,21,3.091042453358316,2
13305,81,4.406719247264253,0
13307,1,0.6931471805599453,1
13308,54,4.007333185232471,0
13309,107,4.68213122712422,0
13310,72,4.290459441148391,0
13311,26,3.295836866004329,2
13313,78,4.3694478524670215,0
13314,62,4.143134726391533,0
13316,86,4.465908118654584,0
13317,124,4.8283137373023015,0
13318,20,3.044522437723423,2
13319,476,6.1675164908883415,0
13320,105,4.663439094112067,0
13321,11,2.4849066497880004,1
13322,25,3.258096538021482,2
13323,21,3.091042453358316,2
13324,75,4.330733340286331,0
13325,12,2.5649493574615367,1
13327,108,4.6913478822291435,0
13328,17,2.8903717578961645,2
13329,17,2.8903717578961645,2
13330,53,3.9889840465642745,0
13332,21,3.091042453358316,2
13334,265,5.583496308781699,0
13336,51,3.9512437185814275,0
13338,19,2.995732273553991,2
13339,54,4.007333185232471,0
13340,134,4.90527477843843,0
13341,42,3.7612001156935624,0
13343,19,2.995732273553991,2
13344,116,4.762173934797756,0
13345,20,3.044522437723423,2
13347,8,2.1972245773362196,1
13348,14,2.70805020110221,1
13349,16,2.833213344056216,2
13350,40,3.713572066704308,0
13351,16,2.833213344056216,2
13352,24,3.2188758248682006,2
13354,51,3.9512437185814275,0
13355,32,3.4965075614664802,2
13356,42,3.7612001156935624,0
13357,89,4.499809670330265,0
13358,29,3.4011973816621555,2
13359,23,3.1780538303479458,2
13362,166,5.117993812416755,0
13363,60,4.110873864173311,0
13364,10,2.3978952727983707,1
13365,128,4.859812404361672,0
13366,1,0.6931471805599453,1
13368,29,3.4011973816621555,2
13369,14,2.70805020110221,1
13370,39,3.6888794541139363,2
13372,23,3.1780538303479458,2
13373,158,5.0689042022202315,0
13375,37,3.6375861597263857,2
13376,53,3.9889840465642745,0
13379,97,4.584967478670572,0
13381,172,5.153291594497779,0
13382,15,2.772588722239781,1
13384,152,5.030437921392435,0
13385,35,3.58351893845611,2
13388,35,3.58351893845611,2
13389,51,3.9512437185814275,0
13390,13,2.6390573296152584,1
13391,1,0.6931471805599453,1
13394,155,5.049856007249537,0
13395,21,3.091042453358316,2
13396,43,3.784189633918261,0
13397,38,3.6635616461296463,2
13398,26,3.295836866004329,2
13402,39,3.6888794541139363,2
13403,3,1.3862943611198906,1
13404,11,2.4849066497880004,1
13405,27,3.332204510175204,2
13408,478,6.171700597410915,0
13410,28,3.367295829986474,2
13411,18,2.9444389791664403,2
13414,24,3.2188758248682006,2
13416,19,2.995732273553991,2
13417,28,3.367295829986474,2
13418,304,5.720311776607412,0
13419,16,2.833213344056216,2
13420,8,2.1972245773362196,1
13421,102,4.634728988229636,0
13422,127,4.852030263919617,0
13425,78,4.3694478524670215,0
13426,157,5.062595033026967,0
13427,29,3.4011973816621555,2
13428,71,4.276666119016055,0
13429,67,4.219507705176107,0
13430,49,3.912023005428146,0
13431,46,3.8501476017100584,0
13434,10,2.3978952727983707,1
13435,101,4.624972813284271,0
13436,12,2.5649493574615367,1
13437,167,5.123963979403259,0
13439,54,4.007333185232471,0
13441,13,2.6390573296152584,1
13447,59,4.0943445622221,0
13448,194,5.272999558563747,0
13449,19,2.995732273553991,2
13450,71,4.276666119016055,0
13451,433,6.073044534100405,0
13452,2,1.0986122886681098,1
13453,17,2.8903717578961645,2
13455,46,3.8501476017100584,0
13456,63,4.1588830833596715,0
13458,382,5.948034989180646,0
13460,17,2.8903717578961645,2
13461,27,3.332204510175204,2
13462,9,2.302585092994046,1
13464,41,3.7376696182833684,0
13466,17,2.8903717578961645,2
13467,98,4.59511985013459,0
13468,302,5.713732805509369,0
13470,10,2.3978952727983707,1
13471,254,5.541263545158426,0
13473,21,3.091042453358316,2
13474,62,4.143134726391533,0
13475,86,4.465908118654584,0
13476,58,4.07753744390572,0
13477,79,4.382026634673881,0
13479,15,2.772588722239781,1
13481,109,4.700480365792417,0
13482,11,2.4849066497880004,1
13483,10,2.3978952727983707,1
13484,8,2.1972245773362196,1
13485,23,3.1780538303479458,2
13486,69,4.248495242049359,0
13487,34,3.5553480614894135,2
13488,422,6.0473721790462776,0
13489,14,2.70805020110221,1
13491,86,4.465908118654584,0
13492,50,3.9318256327243257,0
13493,8,2.1972245773362196,1
13494,18,2.9444389791664403,2
13495,48,3.8918202981106265,0
13496,35,3.58351893845611,2
13497,19,2.995732273553991,2
13499,42,3.7612001156935624,0
13500,65,4.189654742026425,0
13501,52,3.970291913552122,0
13502,18,2.9444389791664403,2
13503,17,2.8903717578961645,2
13504,22,3.1354942159291497,2
13505,215,5.375278407684165,0
13506,26,3.295836866004329,2
13507,162,5.093750200806762,0
13508,12,2.5649493574615367,1
13509,44,3.8066624897703196,0
13510,115,4.7535901911063645,0
13512,15,2.772588722239781,1
13513,10,2.3978952727983707,1
13514,4,1.6094379124341003,1
13515,59,4.0943445622221,0
13516,44,3.8066624897703196,0
13517,141,4.955827057601261,0
13518,36,3.6109179126442243,2
13519,8,2.1972245773362196,1
13520,93,4.543294782270004,0
13521,418,6.037870919922137,0
13522,5,1.791759469228055,1
13523,172,5.153291594497779,0
13524,27,3.332204510175204,2
13525,6,1.9459101490553132,1
13527,217,5.384495062789089,0
13529,15,2.772588722239781,1
13531,22,3.1354942159291497,2
13532,66,4.204692619390966,0
13533,75,4.330733340286331,0
13534,296,5.6937321388027,0
13536,178,5.187385805840755,0
13538,25,3.258096538021482,2
13539,37,3.6375861597263857,2
13544,78,4.3694478524670215,0
13546,97,4.584967478670572,0
13548,123,4.820281565605037,0
13549,51,3.9512437185814275,0
13551,4,1.6094379124341003,1
13552,109,4.700480365792417,0
13555,135,4.912654885736052,0
13557,34,3.5553480614894135,2
13558,169,5.135798437050262,0
